displayId,timestamp,dayOfWeek,hourOfDay,advertiserId,campaignId,creativeId,publisher,widgetId,device,os,browser,source,docId,userId,clicked
4706132,1578429119148,4,0,3344,2669,5236,31,7691,0,0,0,32,6079243,2687358,0
4706132,1578429119148,4,0,8078,1587,4658,31,7691,0,0,0,32,6079243,2687358,0
4706124,1578429125019,4,0,3344,2669,5236,422,1765,0,0,5,533,74091,2688556,1
4706123,1578429125019,4,0,290,5381,5198,422,1765,0,0,5,533,74091,2688556,0
4706123,1578429125019,4,0,290,5381,5196,422,1765,0,0,5,533,74091,2688556,0
4706123,1578429125019,4,0,8078,1587,4327,422,1765,0,0,5,533,74091,2688556,0
4706123,1578429125019,4,0,6883,3382,4611,422,1765,0,0,5,533,74091,2688556,0
4706123,1578429125019,4,0,8078,1587,4668,422,1765,0,0,5,533,74091,2688556,0
4706123,1578429125019,4,0,3344,2669,5236,422,1765,0,0,5,533,74091,2688556,1
4706124,1578429125019,4,0,290,5381,5196,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,8078,1587,4327,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,6883,3382,4611,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,8078,1587,4668,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,3409,7626,17,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,290,5381,5198,422,1765,0,0,5,533,74091,2688556,0
4706124,1578429125019,4,0,3409,7626,3274,422,1765,0,0,5,533,74091,2688556,0
4706058,1578429128284,4,0,1386,7967,2231,31,1882,0,0,1,32,6244920,2688572,0
4706058,1578429128284,4,0,4187,4458,4928,31,1882,0,0,1,32,6244920,2688572,1
4706116,1578429138127,4,0,6883,3382,4611,1039,13244,0,0,0,3840,6078773,2688569,0
4706116,1578429138127,4,0,3344,2669,5236,1039,13244,0,0,0,3840,6078773,2688569,0
4706116,1578429138127,4,0,290,7855,4817,1039,13244,0,0,0,3840,6078773,2688569,1
4706116,1578429138127,4,0,290,7855,3565,1039,13244,0,0,0,3840,6078773,2688569,0
4706105,1578429154718,4,0,4187,4458,5003,312,3505,0,0,0,357,6087158,2546238,0
4706105,1578429154718,4,0,3409,7626,17,312,3505,0,0,0,357,6087158,2546238,0
4706105,1578429154718,4,0,3409,7626,3274,312,3505,0,0,0,357,6087158,2546238,1
4706094,1578429159699,4,0,8078,1587,4668,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,290,5381,5198,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,6883,3382,4611,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,3409,7626,3274,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,8078,1587,4327,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,3409,7626,17,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,290,5381,5196,422,1765,0,0,5,533,74091,2688556,0
4706094,1578429159699,4,0,3344,2669,5236,422,1765,0,0,5,533,74091,2688556,1
4706069,1578429162985,4,0,5979,752,28,1,11571,0,0,0,1,6142639,1285637,0
4706069,1578429162985,4,0,3409,7626,3274,1,11571,0,0,0,1,6142639,1285637,1
4706069,1578429162985,4,0,290,7855,6,1,11571,0,0,0,1,6142639,1285637,0
4706069,1578429162985,4,0,290,5381,5200,1,11571,0,0,0,1,6142639,1285637,0
4706069,1578429162985,4,0,5979,5547,3344,1,11571,0,0,0,1,6142639,1285637,0
4706069,1578429162985,4,0,4187,1318,5383,1,11571,0,0,0,1,6142639,1285637,0
4705940,1578429165084,4,0,290,5381,5198,1,12777,0,0,11,1,5576357,2688552,0
4705940,1578429165084,4,0,5979,752,28,1,12777,0,0,11,1,5576357,2688552,1
4705940,1578429165084,4,0,4187,1318,1819,1,12777,0,0,11,1,5576357,2688552,0
4706078,1578429165618,4,0,290,5381,5200,332,14284,0,0,0,387,5969961,904535,0
4706078,1578429165618,4,0,4187,4458,4928,332,14284,0,0,0,387,5969961,904535,0
4706078,1578429165618,4,0,3409,7626,3274,332,14284,0,0,0,387,5969961,904535,0
4706078,1578429165618,4,0,6883,3382,4611,332,14284,0,0,0,387,5969961,904535,0
4706078,1578429165618,4,0,290,5381,5196,332,14284,0,0,0,387,5969961,904535,1
4706064,1578429171304,4,0,5979,752,28,11,6333,0,0,0,12,6149383,2688547,1
4706064,1578429171304,4,0,290,7855,6,11,6333,0,0,0,12,6149383,2688547,0
4706079,1578429171664,4,0,8078,1587,4659,1333,11558,0,0,1,8203,4094218,2688546,1
4706079,1578429171664,4,0,290,5381,5198,1333,11558,0,0,1,8203,4094218,2688546,0
4706079,1578429171664,4,0,8078,1587,4327,1333,11558,0,0,1,8203,4094218,2688546,0
4706042,1578429178803,4,0,3409,7626,3274,80,10527,0,2,9,85,1455,2688540,1
4706042,1578429178803,4,0,6883,3382,4611,80,10527,0,2,9,85,1455,2688540,0
4706042,1578429178803,4,0,8078,1587,4659,80,10527,0,2,9,85,1455,2688540,0
4706059,1578429181521,4,0,8078,1587,4658,31,7691,0,0,0,32,6244430,2688537,0
4706059,1578429181521,4,0,3344,2669,5236,31,7691,0,0,0,32,6244430,2688537,1
4706059,1578429181521,4,0,8078,1587,4657,31,7691,0,0,0,32,6244430,2688537,0
4706059,1578429181521,4,0,6883,3382,4611,31,7691,0,0,0,32,6244430,2688537,0
4706057,1578429184376,4,0,8078,1587,4658,31,7691,0,0,1,32,6244430,2688534,0
4706057,1578429184376,4,0,3344,2669,5236,31,7691,0,0,1,32,6244430,2688534,0
4706057,1578429184376,4,0,6883,3382,4611,31,7691,0,0,1,32,6244430,2688534,0
4706057,1578429184376,4,0,8078,1587,4657,31,7691,0,0,1,32,6244430,2688534,1
4706046,1578429189017,4,0,10081,5929,356,2,633,1,3,0,2,6243899,2688533,0
4706046,1578429189017,4,0,2294,4369,2543,2,633,1,3,0,2,6243899,2688533,0
4706046,1578429189017,4,0,6642,804,3475,2,633,1,3,0,2,6243899,2688533,0
4706046,1578429189017,4,0,1153,8777,4195,2,633,1,3,0,2,6243899,2688533,0
4706046,1578429189017,4,0,8414,8343,5423,2,633,1,3,0,2,6243899,2688533,0
4706046,1578429189017,4,0,8193,5103,1012,2,633,1,3,0,2,6243899,2688533,1
4706046,1578429189017,4,0,10081,5929,4333,2,633,1,3,0,2,6243899,2688533,0
4706050,1578429189438,4,0,8078,1587,4327,1430,10184,0,0,0,10200,5767065,2688282,0
4706050,1578429189438,4,0,8078,1587,4660,1430,10184,0,0,0,10200,5767065,2688282,0
4706050,1578429189438,4,0,6883,3382,4611,1430,10184,0,0,0,10200,5767065,2688282,0
4706050,1578429189438,4,0,4187,4458,5020,1430,10184,0,0,0,10200,5767065,2688282,1
4706050,1578429189438,4,0,1386,7967,58,1430,10184,0,0,0,10200,5767065,2688282,0
4706050,1578429189438,4,0,290,5381,5200,1430,10184,0,0,0,10200,5767065,2688282,0
4706045,1578429189989,4,0,290,5381,5196,0,7759,0,0,0,0,6245620,2688531,0
4706045,1578429189989,4,0,378,1160,3614,0,7759,0,0,0,0,6245620,2688531,0
4706045,1578429189989,4,0,378,1160,3610,0,7759,0,0,0,0,6245620,2688531,0
4706045,1578429189989,4,0,1386,4198,3634,0,7759,0,0,0,0,6245620,2688531,1
4706051,1578429191949,4,0,5979,752,3372,47,13925,0,0,5,48,6099384,2688529,1
4706051,1578429191949,4,0,4187,4458,5004,47,13925,0,0,5,48,6099384,2688529,0
4706051,1578429191949,4,0,5979,752,28,47,13925,0,0,5,48,6099384,2688529,0
4706051,1578429191949,4,0,1386,4198,3634,47,13925,0,0,5,48,6099384,2688529,0
4706025,1578429192600,4,0,5687,3082,503,312,3505,0,0,1,357,6141907,1038461,0
4706025,1578429192600,4,0,3409,7626,3274,312,3505,0,0,1,357,6141907,1038461,1
4706025,1578429192600,4,0,3409,7626,17,312,3505,0,0,1,357,6141907,1038461,0
4706032,1578429196718,4,0,378,1160,3614,22,9358,0,0,0,23,6246028,2512467,0
4706032,1578429196718,4,0,378,1160,3609,22,9358,0,0,0,23,6246028,2512467,0
4706032,1578429196718,4,0,5175,6471,49,22,9358,0,0,0,23,6246028,2512467,0
4706032,1578429196718,4,0,6409,2533,5375,22,9358,0,0,0,23,6246028,2512467,1
4706036,1578429198583,4,0,5687,2648,5386,116,2220,0,0,0,122,555,1213779,1
4706036,1578429198583,4,0,5175,6471,49,116,2220,0,0,0,122,555,1213779,0
4706036,1578429198583,4,0,5175,6471,24,116,2220,0,0,0,122,555,1213779,0
4706030,1578429200784,4,0,8078,1587,4657,31,7691,0,0,1,32,6244430,2247699,1
4706030,1578429200784,4,0,3409,7626,3274,31,7691,0,0,1,32,6244430,2247699,0
4706030,1578429200784,4,0,8078,1587,4658,31,7691,0,0,1,32,6244430,2247699,0
4706030,1578429200784,4,0,3344,2669,5236,31,7691,0,0,1,32,6244430,2247699,0
4706024,1578429204814,4,0,290,5381,5200,63,8893,0,0,1,66,6014327,2688519,0
4706024,1578429204814,4,0,5687,2648,4277,63,8893,0,0,1,66,6014327,2688519,0
4706024,1578429204814,4,0,290,5381,5196,63,8893,0,0,1,66,6014327,2688519,1
4706022,1578429211359,4,0,290,5381,5196,63,8893,0,0,1,66,6209974,520811,1
4706022,1578429211359,4,0,5687,2648,20,63,8893,0,0,1,66,6209974,520811,0
4706004,1578429218143,4,0,8078,1587,4657,14,7711,0,0,0,15,6009535,2688517,1
4706004,1578429218143,4,0,4439,1536,134,14,7711,0,0,0,15,6009535,2688517,0
4706004,1578429218143,4,0,4439,1536,147,14,7711,0,0,0,15,6009535,2688517,0
4706004,1578429218143,4,0,5175,6471,49,14,7711,0,0,0,15,6009535,2688517,0
4706009,1578429219143,4,0,2846,6693,3115,86,3452,1,1,0,91,9473,2688516,0
4706009,1578429219143,4,0,3073,1402,48,86,3452,1,1,0,91,9473,2688516,0
4706009,1578429219143,4,0,9389,9400,33,86,3452,1,1,0,91,9473,2688516,0
4706009,1578429219143,4,0,2846,6693,3113,86,3452,1,1,0,91,9473,2688516,0
4706009,1578429219143,4,0,3073,1402,13,86,3452,1,1,0,91,9473,2688516,1
4706009,1578429219143,4,0,10081,5929,356,86,3452,1,1,0,91,9473,2688516,0
4705946,1578429222088,4,0,6409,2533,5375,22,9358,0,2,2,23,334,2688514,0
4705946,1578429222088,4,0,378,1160,3614,22,9358,0,2,2,23,334,2688514,0
4705946,1578429222088,4,0,378,1160,3609,22,9358,0,2,2,23,334,2688514,0
4705950,1578429222088,4,0,378,1160,3609,22,9358,0,2,2,23,334,2688514,0
4705950,1578429222088,4,0,6409,2533,5375,22,9358,0,2,2,23,334,2688514,0
4705950,1578429222088,4,0,378,1160,3614,22,9358,0,2,2,23,334,2688514,0
4705950,1578429222088,4,0,5175,6471,49,22,9358,0,2,2,23,334,2688514,1
4705946,1578429222088,4,0,5175,6471,49,22,9358,0,2,2,23,334,2688514,1
4705998,1578429233835,4,0,290,7855,6,34,6679,0,0,0,35,6244087,2688509,1
4705998,1578429233835,4,0,3409,7626,17,34,6679,0,0,0,35,6244087,2688509,0
4705998,1578429233835,4,0,6409,2533,5375,34,6679,0,0,0,35,6244087,2688509,0
4706003,1578429236355,4,0,3344,2669,5236,31,7691,0,0,0,32,6244430,2688508,0
4706003,1578429236355,4,0,8078,1587,4658,31,7691,0,0,0,32,6244430,2688508,1
4706003,1578429236355,4,0,8078,1587,4657,31,7691,0,0,0,32,6244430,2688508,0
4705986,1578429244314,4,0,290,7855,6,34,6679,0,0,0,35,6244087,2688500,1
4705986,1578429244314,4,0,5687,2648,4277,34,6679,0,0,0,35,6244087,2688500,0
4705986,1578429244314,4,0,3409,7626,17,34,6679,0,0,0,35,6244087,2688500,0
4705986,1578429244314,4,0,6409,2533,5375,34,6679,0,0,0,35,6244087,2688500,0
4705986,1578429244314,4,0,5979,752,28,34,6679,0,0,0,35,6244087,2688500,0
4705955,1578429249783,4,0,5687,2648,4277,14,12153,0,0,0,15,6181652,360601,0
4705955,1578429249783,4,0,4187,4235,4880,14,12153,0,0,0,15,6181652,360601,1
4705955,1578429249783,4,0,8078,1587,4668,14,12153,0,0,0,15,6181652,360601,0
4705955,1578429249783,4,0,4187,4458,4928,14,12153,0,0,0,15,6181652,360601,0
4705955,1578429249783,4,0,4439,1536,2679,14,12153,0,0,0,15,6181652,360601,0
4705991,1578429250580,4,0,378,1160,3614,22,9358,0,0,0,23,6243149,2688494,0
4705991,1578429250580,4,0,6409,2533,5375,22,9358,0,0,0,23,6243149,2688494,1
4705991,1578429250580,4,0,5175,6471,49,22,9358,0,0,0,23,6243149,2688494,0
4705991,1578429250580,4,0,378,1160,3609,22,9358,0,0,0,23,6243149,2688494,0
4705976,1578429252981,4,0,3409,7626,3274,31,1561,1,1,0,32,6244430,234230,0
4705976,1578429252981,4,0,8193,5103,1012,31,1561,1,1,0,32,6244430,234230,0
4705976,1578429252981,4,0,8193,5103,1013,31,1561,1,1,0,32,6244430,234230,1
4705984,1578429261014,4,0,8078,1587,4658,1039,6092,0,0,0,3840,6129664,2688489,0
4705984,1578429261014,4,0,290,5381,5200,1039,6092,0,0,0,3840,6129664,2688489,0
4705984,1578429261014,4,0,3344,2669,5236,1039,6092,0,0,0,3840,6129664,2688489,0
4705984,1578429261014,4,0,290,5381,5196,1039,6092,0,0,0,3840,6129664,2688489,0
4705984,1578429261014,4,0,5687,3082,503,1039,6092,0,0,0,3840,6129664,2688489,0
4705984,1578429261014,4,0,3409,7626,17,1039,6092,0,0,0,3840,6129664,2688489,1
4705967,1578429261182,4,0,9389,9400,33,80,10527,1,1,4,85,431634,2688487,0
4705967,1578429261182,4,0,8195,6562,2351,80,10527,1,1,4,85,431634,2688487,0
4705967,1578429261182,4,0,3096,976,4209,80,10527,1,1,4,85,431634,2688487,0
4705967,1578429261182,4,0,3096,3799,2558,80,10527,1,1,4,85,431634,2688487,0
4705967,1578429261182,4,0,8193,5103,1013,80,10527,1,1,4,85,431634,2688487,0
4705967,1578429261182,4,0,8195,2477,4958,80,10527,1,1,4,85,431634,2688487,1
4705981,1578429264128,4,0,290,5381,5200,18,12484,0,0,0,19,6246109,765980,0
4705981,1578429264128,4,0,5979,752,28,18,12484,0,0,0,19,6246109,765980,1
4705970,1578429270365,4,0,8078,1587,4327,31,1882,0,0,0,32,6244430,2688483,0
4705970,1578429270365,4,0,6883,3382,4611,31,1882,0,0,0,32,6244430,2688483,0
4705970,1578429270365,4,0,1386,7967,89,31,1882,0,0,0,32,6244430,2688483,1
4705964,1578429276068,4,0,3096,8704,43,18,14195,1,1,4,19,5420481,2688480,0
4705964,1578429276068,4,0,8195,6562,2378,18,14195,1,1,4,19,5420481,2688480,0
4705964,1578429276068,4,0,8195,6562,3781,18,14195,1,1,4,19,5420481,2688480,0
4705964,1578429276068,4,0,3137,286,18,18,14195,1,1,4,19,5420481,2688480,0
4705964,1578429276068,4,0,3096,976,4209,18,14195,1,1,4,19,5420481,2688480,0
4705964,1578429276068,4,0,8193,5103,1013,18,14195,1,1,4,19,5420481,2688480,1
4705964,1578429276068,4,0,3137,1734,2072,18,14195,1,1,4,19,5420481,2688480,0
4705118,1578429279112,4,0,290,5381,5200,12,10142,0,0,0,13,224,1390194,0
4705118,1578429279112,4,0,8078,1587,4658,12,10142,0,0,0,13,224,1390194,0
4705118,1578429279112,4,0,6883,3382,4611,12,10142,0,0,0,13,224,1390194,1
4705118,1578429279112,4,0,8078,1587,4657,12,10142,0,0,0,13,224,1390194,0
4705935,1578429284351,4,0,4187,4458,5332,31,1882,0,0,0,32,6244430,1715224,1
4705935,1578429284351,4,0,8078,1587,4327,31,1882,0,0,0,32,6244430,1715224,0
4705935,1578429284351,4,0,6883,3382,4611,31,1882,0,0,0,32,6244430,1715224,0
4705954,1578429287828,4,0,290,5381,5198,1,12777,0,0,0,1,6245551,644815,1
4705954,1578429287828,4,0,5979,752,28,1,12777,0,0,0,1,6245551,644815,0
4705929,1578429288431,4,0,290,5381,5198,1,767,0,0,1,1,6175283,1938095,1
4705929,1578429288431,4,0,290,5381,5196,1,767,0,0,1,1,6175283,1938095,0
4705929,1578429288431,4,0,3409,7626,3274,1,767,0,0,1,1,6175283,1938095,0
4705942,1578429291382,4,0,4472,4030,3496,1039,13244,0,0,1,3840,5518969,2688469,1
4705942,1578429291382,4,0,290,7855,4817,1039,13244,0,0,1,3840,5518969,2688469,0
4705942,1578429291382,4,0,290,7855,3565,1039,13244,0,0,1,3840,5518969,2688469,0
4705942,1578429291382,4,0,3344,2669,5236,1039,13244,0,0,1,3840,5518969,2688469,0
4705714,1578429300267,4,0,202,7846,697,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,10081,5929,4229,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,3847,4206,1733,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,8414,6155,5272,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,10081,5929,2404,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,8929,6374,4857,22,6951,1,1,0,23,6168402,2688464,0
4705714,1578429300267,4,0,6783,376,4237,22,6951,1,1,0,23,6168402,2688464,1
4705933,1578429304955,4,0,8078,1587,4658,14,607,0,0,0,15,6225154,2688460,0
